Start,End,Duration,Exposure Time [%],Equity Final [$],Equity Peak [$],Return [%],Buy & Hold Return [%],Return (Ann.) [%],Volatility (Ann.) [%],CAGR [%],Sharpe Ratio,Sortino Ratio,Calmar Ratio,Alpha [%],Beta,Max. Drawdown [%],Avg. Drawdown [%],Max. Drawdown Duration,Avg. Drawdown Duration,# Trades,Win Rate [%],Best Trade [%],Worst Trade [%],Avg. Trade [%],Max. Trade Duration,Avg. Trade Duration,Profit Factor,Expectancy [%],SQN,Kelly Criterion,_strategy,_equity_curve,_trades,Ticker,Commissions [$]
2014-12-09,2017-12-27,1114 days,2.380952380952381,9827.146821503638,10000.0,-1.7285317849636157,9.01671098367449,-5.096477145493905,2.482993694647936,-0.3936563638376911,-2.0525533981335924,-1.9447973122424347,-2.9484428286640854,-1.7238767372507429,-0.0005162689279162999,-1.7285317849636161,-1.7285317849636161,743 days,743 days,1,0.0,-1.73524369903918,-1.73524369903918,-1.7352436990391795,1 days,1 days,0.0,-1.73524369903918,,,M002FullStrategy,"                  Equity  DrawdownPct DrawdownDuration
2014-12-09  10000.000000     0.000000              NaT
2014-12-10  10000.000000     0.000000              NaT
2014-12-11  10000.000000     0.000000              NaT
2014-12-12  10000.000000     0.000000              NaT
2014-12-15  10000.000000     0.000000              NaT
...                  ...          ...              ...
2017-12-20   9827.146822     0.017285              NaT
2017-12-21   9827.146822     0.017285              NaT
2017-12-22   9827.146822     0.017285              NaT
2017-12-26   9827.146822     0.017285              NaT
2017-12-27   9827.146822     0.017285         743 days

[84 rows x 3 columns]","   Size  EntryBar  ExitBar  EntryPrice  ExitPrice    SL    TP         PnL  Commission  ReturnPct  EntryTime   ExitTime Duration   Tag
0  -646        17       18       15.42      15.61  None  None -172.853178    50.11345  -0.017352 2015-12-16 2015-12-17   1 days  None",DCO,50.11344956874848
2013-12-18,2018-12-21,1829 days,2.0202020202020203,9793.50204629898,10000.0,-2.064979537010204,5.8410350028451585,-5.172754018158498,2.791350489659759,-0.28707909506079377,-1.8531366939839258,-1.7555925710078732,-2.50499044927482,-2.0613331520729155,-0.0006242703451549595,-2.064979537010203,-2.064979537010203,1128 days,1128 days,1,0.0,-2.0729561817595368,-2.0729561817595368,-2.0729561817595332,3 days,3 days,0.0,-2.0729561817595368,,,M002FullStrategy,"                  Equity  DrawdownPct DrawdownDuration
2013-12-18  10000.000000      0.00000              NaT
2013-12-19  10000.000000      0.00000              NaT
2013-12-20  10000.000000      0.00000              NaT
2013-12-23  10000.000000      0.00000              NaT
2013-12-24  10000.000000      0.00000              NaT
...                  ...          ...              ...
2018-12-17   9793.502046      0.02065              NaT
2018-12-18   9793.502046      0.02065              NaT
2018-12-19   9793.502046      0.02065              NaT
2018-12-20   9793.502046      0.02065              NaT
2018-12-21   9793.502046      0.02065        1128 days

[99 rows x 3 columns]","   Size  EntryBar  ExitBar  EntryPrice  ExitPrice    SL    TP         PnL  Commission  ReturnPct  EntryTime   ExitTime Duration   Tag
0  -521        17       18   19.120001      19.42  None  None -206.497954   50.198351   -0.02073 2015-11-20 2015-11-23   3 days  None",CMCO,50.19835119247436
2015-12-15,2018-12-21,1102 days,6.122448979591836,10253.376210536955,10253.376210536955,2.533762105369551,47.55428036393165,13.733099761284828,5.11218308405516,0.5738297939003711,2.6863474049116527,24.068669423108858,55.14824975413272,2.485890484585662,0.0010066732251550984,-0.24902149791717898,-0.24902149791717898,2 days,2 days,1,100.0,2.5437182397524425,2.5437182397524425,2.543718239752435,4 days,4 days,,2.5437182397524425,,,M002FullStrategy,"                  Equity  DrawdownPct DrawdownDuration
2015-12-15  10000.000000      0.00000              NaT
2015-12-16  10000.000000      0.00000              NaT
2015-12-17  10000.000000      0.00000              NaT
2015-12-18  10000.000000      0.00000              NaT
2015-12-21  10000.000000      0.00000              NaT
2015-12-22  10000.000000      0.00000              NaT
2015-12-23  10000.000000      0.00000              NaT
2015-12-24  10000.000000      0.00000              NaT
2015-12-28  10000.000000      0.00000              NaT
2015-12-29  10000.000000      0.00000              NaT
2015-12-30  10000.000000      0.00000              NaT
2015-12-31  10000.000000      0.00000              NaT
2016-12-30  10000.000000      0.00000              NaT
2017-11-21  10000.000000      0.00000              NaT
2017-11-22  10000.000000      0.00000              NaT
2017-11-24  10000.000000      0.00000              NaT
2017-11-27  10000.000000      0.00000              NaT
2017-11-28  10000.000000      0.00000              NaT
2017-11-29  10000.000000      0.00000              NaT
2017-11-30  10000.000000      0.00000              NaT
2017-12-01  10000.000000      0.00000              NaT
2017-12-04  10000.000000      0.00000              NaT
2017-12-05  10000.000000      0.00000              NaT
2017-12-06  10000.000000      0.00000              NaT
2017-12-07  10000.000000      0.00000              NaT
2017-12-08  10000.000000      0.00000              NaT
2017-12-11  10000.000000      0.00000              NaT
2017-12-12  10000.000000      0.00000              NaT
2017-12-13  10000.000000      0.00000              NaT
2017-12-14   9975.097850      0.00249              NaT
2017-12-15  10115.237934      0.00000           2 days
2017-12-18  10253.376211      0.00000              NaT
2017-12-19  10253.376211      0.00000              NaT
2017-12-20  10253.376211      0.00000              NaT
2017-12-21  10253.376211      0.00000              NaT
2017-12-22  10253.376211      0.00000              NaT
2017-12-26  10253.376211      0.00000              NaT
2017-12-27  10253.376211      0.00000              NaT
2017-12-28  10253.376211      0.00000              NaT
2017-12-29  10253.376211      0.00000              NaT
2018-12-11  10253.376211      0.00000              NaT
2018-12-12  10253.376211      0.00000              NaT
2018-12-13  10253.376211      0.00000              NaT
2018-12-14  10253.376211      0.00000              NaT
2018-12-17  10253.376211      0.00000              NaT
2018-12-18  10253.376211      0.00000              NaT
2018-12-19  10253.376211      0.00000              NaT
2018-12-20  10253.376211      0.00000              NaT
2018-12-21  10253.376211      0.00000              NaT","   Size  EntryBar  ExitBar  EntryPrice  ExitPrice    SL    TP         PnL  Commission  ReturnPct  EntryTime   ExitTime Duration   Tag
0   182        29       31       54.73  56.400002  None  None  253.376211    50.56415   0.025437 2017-12-14 2017-12-18   4 days  None",ABT,50.56415048599243
2012-12-17,2018-12-21,2195 days,0.0,10000.0,10000.0,0.0,43.18279963667675,0.0,0.0,0.0,,,,0.0,0.0,-0.0,,,,0,,,,,,,,,,,M002FullStrategy,"             Equity  DrawdownPct  DrawdownDuration
2012-12-17  10000.0          0.0               NaN
2012-12-18  10000.0          0.0               NaN
2012-12-19  10000.0          0.0               NaN
2012-12-20  10000.0          0.0               NaN
2012-12-21  10000.0          0.0               NaN
...             ...          ...               ...
2018-12-17  10000.0          0.0               NaN
2018-12-18  10000.0          0.0               NaN
2018-12-19  10000.0          0.0               NaN
2018-12-20  10000.0          0.0               NaN
2018-12-21  10000.0          0.0               NaN

[165 rows x 3 columns]","Empty DataFrame
Columns: [Size, EntryBar, ExitBar, EntryPrice, ExitPrice, SL, TP, PnL, Commission, ReturnPct, EntryTime, ExitTime, Duration, Tag]
Index: []",HURC,
2013-11-19,2018-12-21,1858 days,6.666666666666667,10412.439225487708,10412.439225487708,4.124392254877075,-44.86956389054008,11.981670741814177,8.957936581064494,0.5496672458408458,1.3375480651583675,5.1005014461033715,6.587194225529796,4.0571009405453475,-0.0014997095691833783,-1.8189338786121056,-1.0341539424119361,1078 days,540 days,3,66.66666666666666,3.6233954169576212,-1.5779559529369354,1.359932935727537,3 days,2 days,3.6305216913336698,1.3836157873898998,0.8842150835934798,0.4797748974133156,M002FullStrategy,"                  Equity  DrawdownPct DrawdownDuration
2013-11-19  10000.000000          0.0              NaT
2013-11-20  10000.000000          0.0              NaT
2013-11-21  10000.000000          0.0              NaT
2013-11-22  10000.000000          0.0              NaT
2013-11-25  10000.000000          0.0              NaT
...                  ...          ...              ...
2018-12-17  10412.439225          0.0              NaT
2018-12-18  10412.439225          0.0              NaT
2018-12-19  10412.439225          0.0              NaT
2018-12-20  10412.439225          0.0              NaT
2018-12-21  10412.439225          0.0              NaT

[90 rows x 3 columns]","   Size  EntryBar  ExitBar  EntryPrice  ExitPrice    SL    TP         PnL  Commission  ReturnPct  EntryTime   ExitTime Duration   Tag
0  1861        10       11        5.36       5.50  None  None  210.013601   50.526151   0.021054 2013-12-04 2013-12-05   1 days  None
1 -2737        30       31        3.72       3.76  None  None -160.661796   51.181900  -0.015780 2014-12-30 2014-12-31   1 days  None
2 -2576        62       63        3.89       3.73  None  None  363.087420   49.072801   0.036234 2017-12-08 2017-12-11   3 days  None",CTIB,150.78085155010223
2013-12-20,2017-12-26,1467 days,0.0,10000.0,10000.0,0.0,-21.05541194803396,0.0,0.0,0.0,,,,0.0,0.0,-0.0,,,,0,,,,,,,,,,,M002FullStrategy,"             Equity  DrawdownPct  DrawdownDuration
2013-12-20  10000.0          0.0               NaN
2013-12-23  10000.0          0.0               NaN
2013-12-24  10000.0          0.0               NaN
2013-12-26  10000.0          0.0               NaN
2013-12-27  10000.0          0.0               NaN
...             ...          ...               ...
2017-12-19  10000.0          0.0               NaN
2017-12-20  10000.0          0.0               NaN
2017-12-21  10000.0          0.0               NaN
2017-12-22  10000.0          0.0               NaN
2017-12-26  10000.0          0.0               NaN

[99 rows x 3 columns]","Empty DataFrame
Columns: [Size, EntryBar, ExitBar, EntryPrice, ExitPrice, SL, TP, PnL, Commission, ReturnPct, EntryTime, ExitTime, Duration, Tag]
Index: []",RWT,
2014-12-01,2018-12-21,1481 days,0.0,10000.0,10000.0,0.0,-8.132046881461969,0.0,0.0,0.0,,,,0.0,0.0,-0.0,,,,0,,,,,,,,,,,M002FullStrategy,"             Equity  DrawdownPct  DrawdownDuration
2014-12-01  10000.0          0.0               NaN
2014-12-02  10000.0          0.0               NaN
2014-12-03  10000.0          0.0               NaN
2014-12-04  10000.0          0.0               NaN
2014-12-05  10000.0          0.0               NaN
...             ...          ...               ...
2018-12-17  10000.0          0.0               NaN
2018-12-18  10000.0          0.0               NaN
2018-12-19  10000.0          0.0               NaN
2018-12-20  10000.0          0.0               NaN
2018-12-21  10000.0          0.0               NaN

[93 rows x 3 columns]","Empty DataFrame
Columns: [Size, EntryBar, ExitBar, EntryPrice, ExitPrice, SL, TP, PnL, Commission, ReturnPct, EntryTime, ExitTime, Duration, Tag]
Index: []",CWCO,
2010-11-10,2016-12-29,2241 days,9.473684210526317,8555.702037663455,10000.0,-14.442979623365446,20.666669209798176,-18.68894411566744,9.257437539152452,-1.738777824578397,-2.018803155476485,-1.914085660003073,-1.1531206603410298,-14.445819613679662,0.0001374188692616883,-16.20727540354734,-16.20727540354734,1849 days,1849 days,8,12.5,2.8092362361521768,-6.628819392821786,-1.9372447161113637,5 days,2 days,0.1557523287074827,-1.903415481941434,-1.9782591161983236,-0.7539016981659517,M002FullStrategy,"                  Equity  DrawdownPct DrawdownDuration
2010-11-10  10000.000000      0.00000              NaT
2010-11-11  10000.000000      0.00000              NaT
2010-11-12  10000.000000      0.00000              NaT
2010-11-15  10000.000000      0.00000              NaT
2010-11-16  10000.000000      0.00000              NaT
...                  ...          ...              ...
2016-12-22   8555.702038      0.14443              NaT
2016-12-23   8555.702038      0.14443              NaT
2016-12-27   8555.702038      0.14443              NaT
2016-12-28   8555.702038      0.14443              NaT
2016-12-29   8555.702038      0.14443        1849 days

[190 rows x 3 columns]","   Size  EntryBar  ExitBar  EntryPrice  ExitPrice    SL    TP         PnL  Commission  ReturnPct  EntryTime   ExitTime Duration   Tag
0   241        38       39   41.299999  41.200001  None  None  -73.805882   49.706250  -0.007415 2011-12-08 2011-12-09   1 days  None
1   245        45       46   40.400002  40.500000  None  None  -25.051625   49.551251  -0.002531 2011-12-19 2011-12-20   1 days  None
2  -431       115      116   22.900000  24.299999  None  None -654.257834   50.857999  -0.066288 2014-11-20 2014-11-21   1 days  None
3   397       122      123   23.200001  22.700001  None  None -244.055752   45.555752  -0.026498 2014-12-02 2014-12-03   1 days  None
4   397       124      125   22.600000  22.400000  None  None -124.062803   44.662500  -0.013827 2014-12-04 2014-12-05   1 days  None
5   390       127      128   22.700001  22.000000  None  None -316.582798   43.582501  -0.035760 2014-12-09 2014-12-10   1 days  None
6   404       129      132   21.100000  21.799999  None  None  239.470538   43.329000   0.028092 2014-12-11 2014-12-16   5 days  None
7  -504       172      173   17.400000  17.799999  None  None -245.951806   44.351999  -0.028046 2016-12-05 2016-12-06   1 days  None",NEON,371.5972501325607
2018-11-09,2018-12-21,42 days,55.172413793103445,8506.772703418734,10000.0,-14.932272965812663,-36.68224097068717,-75.47095829597426,6.978585709314967,-62.10438382391421,-10.81464947764934,-2.804357547041551,-5.032823602582809,-0.11017951391446168,0.4040672832323019,-14.995748759651162,-14.995748759651162,39 days,39 days,3,0.0,-0.17508639916321037,-9.00142027028213,-5.267439267023722,14 days,6 days,0.0,-5.1958738462465615,-2.004426344017346,,M002FullStrategy,"                  Equity  DrawdownPct DrawdownDuration
2018-11-09  10000.000000     0.000000              NaT
2018-11-12  10000.000000     0.000000              NaT
2018-11-13   9975.092500     0.002491              NaT
2018-11-14   9606.092500     0.039391              NaT
2018-11-15   9729.092500     0.027091              NaT
2018-11-16   9361.260626     0.063874              NaT
2018-11-19   9361.260626     0.063874              NaT
2018-11-20   9337.940625     0.066206              NaT
2018-11-21   9470.440625     0.052956              NaT
2018-11-23   9152.440423     0.084756              NaT
2018-11-26   9258.440827     0.074156              NaT
2018-11-27   9019.940423     0.098006              NaT
2018-11-28   9125.940827     0.087406              NaT
2018-11-29   9019.940423     0.098006              NaT
2018-11-30   8807.940625     0.119206              NaT
2018-12-03   8993.440827     0.100656              NaT
2018-12-04   8521.608125     0.147839              NaT
2018-12-06   8521.608125     0.147839              NaT
2018-12-07   8521.608125     0.147839              NaT
2018-12-10   8521.608125     0.147839              NaT
2018-12-11   8500.425124     0.149957              NaT
2018-12-12   8506.772703     0.149323              NaT
2018-12-13   8506.772703     0.149323              NaT
2018-12-14   8506.772703     0.149323              NaT
2018-12-17   8506.772703     0.149323              NaT
2018-12-18   8506.772703     0.149323              NaT
2018-12-19   8506.772703     0.149323              NaT
2018-12-20   8506.772703     0.149323              NaT
2018-12-21   8506.772703     0.149323          39 days","   Size  EntryBar  ExitBar  EntryPrice  ExitPrice    SL    TP         PnL  Commission  ReturnPct  EntryTime   ExitTime Duration   Tag
0   246         2        5   40.500000  38.099998  None  None -638.739374   48.338999  -0.064111 2018-11-13 2018-11-16   3 days  None
1   265         7       16   35.200001  32.200001  None  None -839.652501   44.652501  -0.090014 2018-11-20 2018-12-04  14 days  None
2   276        20       21   30.700001  30.799999  None  None  -14.835421   42.435000  -0.001751 2018-12-11 2018-12-12   1 days  None",IPI,135.42650007247926
2012-12-27,2018-12-21,2185 days,4.958677685950414,10130.069182920457,10240.160928125382,1.3006918292045704,-80.11397695231777,2.72795870502458,3.984214640868301,0.1491550523175178,0.6846917023602076,1.6246529872534368,2.5374051517427034,1.234286832426302,-0.0008288815423280164,-1.0750978034197667,-0.9108438971608512,694 days,547 days,2,50.0,1.8134594170298703,-0.5,0.6500830203059138,3 days,2 days,3.6269188340597402,0.6567297085149351,0.5660616478277007,0.36145553312852674,M002FullStrategy,"                  Equity  DrawdownPct DrawdownDuration
2012-12-27  10000.000000     0.000000              NaT
2012-12-28  10000.000000     0.000000              NaT
2012-12-31  10000.000000     0.000000              NaT
2013-11-22  10000.000000     0.000000              NaT
2013-11-25  10000.000000     0.000000              NaT
...                  ...          ...              ...
2018-12-17  10130.069183     0.010751              NaT
2018-12-18  10130.069183     0.010751              NaT
2018-12-19  10130.069183     0.010751              NaT
2018-12-20  10130.069183     0.010751              NaT
2018-12-21  10130.069183     0.010751         400 days

[121 rows x 3 columns]","   Size  EntryBar  ExitBar  EntryPrice  ExitPrice    SL    TP         PnL  Commission  ReturnPct  EntryTime   ExitTime Duration   Tag
0   767        55       56        13.0      13.00  None  None  -49.855000   49.855000  -0.005000 2015-12-23 2015-12-24   1 days  None
1  -954        73       76        10.4      10.16  None  None  179.924183   49.035599   0.018135 2017-11-14 2017-11-17   3 days  None",CVE,98.89059872627259
